緯度	経度	チェーンID	チェーン	名称	住所	TEL	営業時間	定休日	URL	駐車場	取扱	備考
35.6561444	139.733727	shopping/super/daiei	ダイエー	麻布十番店	東京都港区麻布十番2-5	03-3403-9451			http://shop.daiei.co.jp/shop/ShopPageTop.do?shopid=0766	駐車場はございません。		
35.7752605	139.680685	shopping/super/daiei	ダイエー	板橋サンゼリゼ店	東京都板橋区中台3-27-7	03-3937-6536			http://shop.daiei.co.jp/shop/ShopPageTop.do?shopid=0790	平面駐車場 10台（無料駐車場）		
35.6448673	139.502325	shopping/super/daiei	ダイエー	グルメシティ稲城店	東京都稲城市東長沼514-3	042-378-1851			http://shop.daiei.co.jp/shop/ShopPageTop.do?shopid=0553	35台（無料駐車場） 【機械駐輪場】駐輪場機械化24時間駐輪可能 最初の1時間無料、その後6時間毎100円		
35.688776	139.828743	shopping/super/daiei	ダイエー	大島店	東京都江東区大島4-6-1	03-3682-1161			http://shop.daiei.co.jp/shop/ShopPageTop.do?shopid=0257	167台 当日館内お買上レシート1,000円以上：3時間無料（※お買上のない場合：60分毎300円） ⇒ 駐車場の位置はこちらからご確認いただけます。		
35.6828091	139.447711	shopping/super/daiei	ダイエー	国立店・イオンフードスタイル	東京都国立市富士見台1-12-4	042-577-1241			http://shop.daiei.co.jp/shop/ShopPageTop.do?shopid=0557	台数 37台 ・ タイムズ契約駐車場 1,000円お買い上げで 1時間無料		
35.6574527	139.343765	shopping/super/daiei	ダイエー	グルメシティ京王八王子店	東京都八王子市明神町3-26-10	042-646-4078			http://shop.daiei.co.jp/shop/ShopPageTop.do?shopid=0795	駐車場はございません。		
35.7423341	139.884297	shopping/super/daiei	ダイエー	グルメシティ京成小岩店	東京都江戸川区北小岩6-15-4	03-3659-9301			http://shop.daiei.co.jp/shop/ShopPageTop.do?shopid=0770	駐車場はございません。		
35.7128253	139.750784	shopping/super/daiei	ダイエー	小石川店	東京都文京区小石川3-27-16	03-3812-5349			http://shop.daiei.co.jp/shop/ShopPageTop.do?shopid=0765	駐車場はございません。		
35.5576179	139.738304	shopping/super/daiei	ダイエー	グルメシティ糀谷店	東京都大田区西糀谷2-25-1	03-5736-1491			http://shop.daiei.co.jp/shop/ShopPageTop.do?shopid=0780	地下駐車場20台 ・お買げ頂いたお客様：1時間無料 ・昼間60分200円/夜間60分100円 ※1日最大800円		
35.7054587	139.502028	shopping/super/daiei	ダイエー	小金井店・イオンフードスタイル	東京都小金井市本町5-34-14	042-383-2251			http://shop.daiei.co.jp/shop/ShopPageTop.do?shopid=0550	58台（無料駐車場）		
35.7432408	139.46769	shopping/super/daiei	ダイエー	イオンフードスタイル小平店	東京都小平市小川東町2-12-1	042-344-6111			http://shop.daiei.co.jp/shop/ShopPageTop.do?shopid=0325	400台 【1,000円以上】のお買上で 4時間まで無料！		
35.7590661	139.86792	shopping/super/daiei	ダイエー	グルメシティ柴又店	東京都葛飾区柴又2-5-21	03-3607-0615			http://shop.daiei.co.jp/shop/ShopPageTop.do?shopid=0779	平面駐車場 20台		
35.6610135	139.667194	shopping/super/daiei	ダイエー	foodium下北沢	東京都世田谷区北沢2-20-17	03-3413-4147			http://shop.daiei.co.jp/shop/ShopPageTop.do?shopid=0751	Recipe SHIMOKITA専用駐車場 「トラストパーク代沢2丁目」 住所世田谷区代沢2丁目31 ●台数 普通車13台 軽自動車4台 /営業時間 24時間営業 料金 （8：00～24：00）20分200円 、（24：00～8：00）60分100円 ※foodium下北沢にて2,500円お買上げで1時間無料 Recipe SHIMOKITA立体駐輪場 約300台（自転車の形状により停めなれない場合があります）		
35.6813398	139.545806	shopping/super/daiei	ダイエー	グルメシティ神代店	東京都調布市深大寺北町6-52-8	042-487-3324			http://shop.daiei.co.jp/shop/ShopPageTop.do?shopid=0789	平面駐車場 50台 お買上げ500円以上（税込み）で1時間無料サービス 障害者用駐車場1台		
35.7433645	139.812772	shopping/super/daiei	ダイエー	グルメシティ千住曙町店	東京都足立区千住曙町7番	03-3879-9111			http://shop.daiei.co.jp/shop/ShopPageTop.do?shopid=0781	20台 10台（店舗1階） ・10台（店舗すぐ）		
35.6423801	139.284518	shopping/super/daiei	ダイエー	グルメシティ高尾店	東京都八王子市初沢町1227-4	042-665-8211			http://shop.daiei.co.jp/shop/ShopPageTop.do?shopid=0565	61台 【契約駐車場2箇所】自店隣接の第1駐車場、近隣の「タイムズ」駐車場 当店店内および高尾パークハイツ名店街とのレシート合算で、まとめて1,000円以上お買上げで1時間無料／2,000円以上お買上げで2時間無料サービス		
35.7132337	139.720223	shopping/super/daiei	ダイエー	高田店・イオンフードスタイル	東京都豊島区高田1-3-3	03-3984-6708			http://shop.daiei.co.jp/shop/ShopPageTop.do?shopid=0776	駐車場はございません。		
35.7232833	139.442521	shopping/super/daiei	ダイエー	グルメシティ立川若葉店	東京都立川市若葉町4-24-2	042-536-5274			http://shop.daiei.co.jp/shop/ShopPageTop.do?shopid=0787	平面駐車場 12台（無料駐車場）		
35.7066861	139.830506	shopping/super/daiei	ダイエー	立花団地店	東京都墨田区立花1-23-3-101	03-3619-7800			http://shop.daiei.co.jp/shop/ShopPageTop.do?shopid=0774	駐車場はございません。		
35.6210917	139.448825	shopping/super/daiei	ダイエー	グルメシティ多摩店	東京都多摩市永山4-2-1	042-374-3140			http://shop.daiei.co.jp/shop/ShopPageTop.do?shopid=0786	永山商店街共同駐車場 12台（無料駐車場）		
35.6423441	139.673144	shopping/super/daiei	ダイエー	三軒茶屋店・イオンフードスタイル	東京都世田谷区太子堂1-14-16	03-3418-2231			http://shop.daiei.co.jp/shop/ShopPageTop.do?shopid=0777	駐車場はございません。		
35.6635705	139.781123	shopping/super/daiei	ダイエー	月島店	東京都中央区月島3-4-5-101	03-3536-0661			http://shop.daiei.co.jp/shop/ShopPageTop.do?shopid=0769	駐車場はございません。		
35.5724141	139.488957	shopping/super/daiei	ダイエー	グルメシティ鶴川緑山店	東京都町田市三輪緑山1-2-2	044-988-5631			http://shop.daiei.co.jp/shop/ShopPageTop.do?shopid=0796	平面駐車場 12台（無料駐車場）		
35.7651917	139.751438	shopping/super/daiei	ダイエー	豊島団地店	東京都北区豊島5丁目4-1-108	03-3912-3481			http://shop.daiei.co.jp/shop/ShopPageTop.do?shopid=0773	駐車場はございません。		
35.7781584	139.630439	shopping/super/daiei	ダイエー	成増店	東京都板橋区成増2-21-2	03-5997-1147			http://shop.daiei.co.jp/shop/ShopPageTop.do?shopid=0395	191台 （※建物地下 7：00～23：15） 【駐車券発行サービス（当日館内お買上レシートが必要となります）】 ダイエー成増店にて1,000円以上お買上のお客様･･･駐車料金2時間無料 3,000円以上お買上のお客様･･･駐車料金3時間無料		
35.5544208	139.476956	shopping/super/daiei	ダイエー	グルメシティ成瀬台店	東京都町田市成瀬台3-6	042-726-3102			http://shop.daiei.co.jp/shop/ShopPageTop.do?shopid=0800	平面駐車場 53台（無料駐車場） 【お知らせ】 2015年12月22日（火）以降下記のとおり変更となります。 ・お買いものされたお客様は1時間無料 ・入庫後当日24時まで最大700円 ■駐車場台数45台		
35.7862124	139.675272	shopping/super/daiei	ダイエー	西台店	東京都板橋区蓮根3-8-12	03-3965-1751			http://shop.daiei.co.jp/shop/ShopPageTop.do?shopid=0317	第1駐車場、第2駐車場合わせて67台 ◆当店、当日のお買上げレシート合計、1，000円以上（税込）で1時間無料、2，000円以上（税込）で2時間無料 ◆月曜～土曜（祝除く）一日最大料金1，000円 ※24：00以降は料金加算されます ○8：00～22：00 … 20分／100円 ○22:00～8：00 … 60分／100円		
35.6574684	139.313832	shopping/super/daiei	ダイエー	西八王子店	東京都八王子市千人町2-1-9	042-661-3411			http://shop.daiei.co.jp/shop/ShopPageTop.do?shopid=0528	◆契約駐車場 40台 お買上げ1,000円以上で1時間無料 ◆提携駐車場 「豊徳パーキング」 住所：八王子市台町4-48-3 TEL： 042-661-1714		
35.6768038	139.676451	shopping/super/daiei	ダイエー	幡ヶ谷店	東京都渋谷区幡ヶ谷1-3-1	03-3374-1591			http://shop.daiei.co.jp/shop/ShopPageTop.do?shopid=0772	駐車場はございません。		
35.6653828	139.347578	shopping/super/daiei	ダイエー	八王子大和田店	東京都八王子市大和田町6-13-3	042-644-4551			http://shop.daiei.co.jp/shop/ShopPageTop.do?shopid=0547	61台（当店お買い物のお客様は無料）		
35.6601461	139.325814	shopping/super/daiei	ダイエー	グルメシティ八幡町店	東京都八王子市八幡町4-11	042-623-0361			http://shop.daiei.co.jp/shop/ShopPageTop.do?shopid=0527	50台（無料駐車場）		
35.6908775	139.842314	shopping/super/daiei	ダイエー	東大島店	東京都江東区大島7-38-30	03-3636-7911			http://shop.daiei.co.jp/shop/ShopPageTop.do?shopid=0589	169台 館内お買上1,000円以上で 2時間無料 館内お買上2,000円以上で 3時間無料 (館内ご利用でない場合は60分毎に200円）		
35.7440328	139.767527	shopping/super/daiei	ダイエー	グルメシティ東尾久店	東京都荒川区東尾久4-16-7	03-3800-6851			http://shop.daiei.co.jp/shop/ShopPageTop.do?shopid=0778	駐車場はございません。		
35.6243261	139.727171	shopping/super/daiei	ダイエー	foodium東五反田	東京都品川区東五反田2-10-1	03-5793-9577			http://shop.daiei.co.jp/shop/ShopPageTop.do?shopid=0782	駐車場：23台、駐輪場：54台		
35.7245242	139.819699	shopping/super/daiei	ダイエー	グルメシティ東向島駅前店	東京都墨田区東向島5-1-8	03-3610-3550			http://shop.daiei.co.jp/shop/ShopPageTop.do?shopid=0783	駐輪場：42台 ※駐車場はございません。		
35.6846754	139.862253	shopping/super/daiei	ダイエー	船堀店	東京都江戸川区船堀1-1-51	03-3675-6111			http://shop.daiei.co.jp/shop/ShopPageTop.do?shopid=0576	307台 ◆当日館内お買上げレシートまとめて1円～999円（税込）で1時間無料サービス 1,000円～1,999円（税込）で2時間無料サービス 2,000円～2,999円（税込）で3時間無料サービス ◆更にイオンカードのご提示で1時間無料サービス		
35.6203245	139.42326	shopping/super/daiei	ダイエー	foodium多摩センター	東京都多摩市落合2丁目33番	042-313-8411			http://shop.daiei.co.jp/shop/ShopPageTop.do?shopid=0725	900台 1階駐車場 最初の90分間無料 以降30分につき200円 上限設定無し 4階・屋上駐車場 最初の3時間無料 以降30分につき200円 平日上限700円 土日祝日上限設定無し		
35.5406643	139.44957	shopping/super/daiei	ダイエー	町田店	東京都町田市原町田3-2-8	042-721-1041			http://shop.daiei.co.jp/shop/ShopPageTop.do?shopid=0852	■ 提携駐車場あり ①ショウワパーキング 町田駅前 ②タイムズ 原町田3丁目 ③まちだターミナルパーキング ④ぽっぽ町田パーキング ⑤ショウワパーク町田 当日お買い上げ金額1,000円（税込み）以上お買い上げで1時間まで無料 ■ 駐輪場 自転車 46台 バイク 3台 ※バイクは車種によって駐輪不可の場合あり 自転車 最初の90分 無料 含む6時間毎 100円 バイク 最初の90分 無料 含む6時間毎 200円 ※駐輪場の管理は「三井不動産リアルティ株式会社」になります。		
35.7420461	139.78199	shopping/super/daiei	ダイエー	グルメシティ町屋店	東京都荒川区荒川7-20-1-108	03-3807-0405			http://shop.daiei.co.jp/shop/ShopPageTop.do?shopid=0764	駐車場はございません。		
35.6730385	139.56889	shopping/super/daiei	ダイエー	グルメシティ三鷹中原店	東京都三鷹市中原3-1-11	0422-44-8214			http://shop.daiei.co.jp/shop/ShopPageTop.do?shopid=0792	平面駐車場 30台（無料駐車場）		
35.665023	139.834908	shopping/super/daiei	ダイエー	南砂町スナモ店・イオンフードスタイル	東京都江東区新砂3丁目4番31号	03-5677-0511			http://shop.daiei.co.jp/shop/ShopPageTop.do?shopid=0855	1階駐車場 15台 5階～屋上駐車場 約1,200台 3時間まで無料、以降は全日30分ごとに250円 ◆火曜日は5時間まで無料（祝日除く）		
35.6992431	139.53772	shopping/super/daiei	ダイエー	グルメシティ武蔵境店	東京都武蔵野市境南町4-16-3	0422-31-1611			http://shop.daiei.co.jp/shop/ShopPageTop.do?shopid=0785	駐車場はございません。		
35.7356223	139.378961	shopping/super/daiei	ダイエー	武蔵村山店	東京都武蔵村山市伊奈平3-36-1	042-531-1111			http://shop.daiei.co.jp/shop/ShopPageTop.do?shopid=0698	851台（無料駐車場 )		
35.777218	139.719857	shopping/gms/itoyokado	イトーヨーカドー	赤羽店	東京都北区赤羽西1-7-1	03-3905-5111	地下1階-1階 9：00-22：00 2階～5階 9：00-21：00 6階（専門店） 10：00-21：00		http://blog.itoyokado.co.jp/shop/170/index.html	450台 高さ制限2.1m		
35.714271	139.362599	shopping/gms/itoyokado	イトーヨーカドー	昭島店	東京都昭島市田中町562-1	042-546-1411	B1F、1F 9:00-22:00 2F、3F 9:00-21:00		http://blog.itoyokado.co.jp/shop/121/index.html	2,200台		
35.7055993	139.636073	shopping/gms/itoyokado	イトーヨーカドー	食品館阿佐谷店	東京都杉並区阿佐谷北二丁目13番2号	03-3330-1211	10:00-23:00		http://blog.itoyokado.co.jp/shop/255/index.html			
35.762917	139.825682	shopping/gms/itoyokado	イトーヨーカドー	綾瀬店	東京都足立区綾瀬3-4-25	03-3620-2911	10:00-22:00 【営業時間変更のお知らせ】 9月25日(火)より 15日・25日の シニアナナコデー も あさ10時 に開店いたします。 ※B1と1Fは23:00までの営業となります。 ※6Fテナントフロアは21:00までの営業となります。		http://blog.itoyokado.co.jp/shop/117/index.html			
35.7778591	139.802506	shopping/gms/itoyokado	イトーヨーカドー	食品館梅島店	東京都足立区梅島2丁目31-26	03-3887-3111	10:00～21:00		http://blog.itoyokado.co.jp/shop/281/index.html			
35.755258	139.739691	shopping/gms/itoyokado	イトーヨーカドー	食品館王子店	東京都北区王子1丁目23番5号	03-5390-2011	10：00-22：00		http://blog.itoyokado.co.jp/shop/265/index.html			
35.6073701	139.734189	shopping/gms/itoyokado	イトーヨーカドー	大井町店	東京都品川区大井1-3-6	03-3777-6611	10:00-22:00 【営業時間変更のお知らせ】 9月25日(火)より 15日・25日のシニアナナコデーも あさ10時 に開店いたします。		http://blog.itoyokado.co.jp/shop/176/index.html	132台		
35.58685	139.733022	shopping/gms/itoyokado	イトーヨーカドー	大森店	東京都大田区大森北2-13-1	03-5762-0111	10:00-22:00		http://blog.itoyokado.co.jp/shop/227/index.html			
35.652595	139.881848	shopping/gms/itoyokado	イトーヨーカドー	アリオ葛西店	東京都江戸川区東葛西9-3-3	03-5675-1011	10:00-21:00 【営業時間変更のお知らせ】 9月25日(火)より 15日・25日の シニアナナコデー も あさ10時 に開店いたします。		http://blog.itoyokado.co.jp/shop/195/index.html	1850台		
35.7705401	139.867309	shopping/gms/itoyokado	イトーヨーカドー	金町店	東京都葛飾区東金町1-10-8	03-3609-3131	10:00-21:00 【営業時間変更のお知らせ】 9月25日(火)より 15日・25日の シニアナナコデー も あさ10時 に開店いたします。		http://blog.itoyokado.co.jp/shop/039/index.html			
35.764087	139.677959	shopping/gms/itoyokado	イトーヨーカドー	上板橋店	東京都板橋区常盤台4-26-1	03-3936-4411	2F~4F 10:00-21:00 1F食品10:00-22:00まで 【営業時間変更のお知らせ】 9月1日(土)より 全館 あさ10時 開店となります。 土曜・日曜・祝日と ハッピーデー は 全館 あさ9時 に開店いたします。 ※ シニアナナコデー は あさ10時 に開店いたします。		http://blog.itoyokado.co.jp/shop/027/index.html			
35.764997	139.852485	shopping/gms/itoyokado	イトーヨーカドー	アリオ亀有店	東京都葛飾区亀有3-49-3	03-3838-5111	1F・2F・3F 10:00-21:00 1F自転車売場 10:00-20:00 【営業時間変更のお知らせ】 8月1日(水)より 15日・25日の シニアナナコデー も あさ10時 に開店いたします。 8 日、 18 日、 28 日の ハッピーデー のみ あさ9:00 開店 いたします。 ※モール・		http://blog.itoyokado.co.jp/shop/234/index.html	2000台		
35.7664573	139.848839	shopping/gms/itoyokado	イトーヨーカドー	亀有駅前店	東京都葛飾区亀有3-26-1	03-5680-2111	10:00-22:00 【営業時間変更のお知らせ】 8月1日(水)より 15日・25日の シニアナナコデー も あさ10時 に開店いたします。 ※イトーヨーカドーは地下1階と1階になります。		http://blog.itoyokado.co.jp/shop/168/index.html			
35.6824491	139.825816	shopping/gms/itoyokado	イトーヨーカドー	アリオ北砂店	東京都江東区北砂2-17	03-3640-7111	1階は10:00-22:00 2階・3階10:00-21:00 【営業時間変更のお知らせ】 9月25日(火)より 15日・25日の シニアナナコデー も あさ10時 に開店いたします。 ※レストラン街は11:00開店		http://blog.itoyokado.co.jp/shop/246/index.html	駐車場/ 2,150台 駐輪場/1,370台		
35.6661142	139.804372	shopping/gms/itoyokado	イトーヨーカドー	木場店	東京都江東区木場1-5-30	03-5606-5234	10:00-22:00 【営業時間変更のお知らせ】 9月25日(火)より 15日・25日の シニアナナコデー も あさ10時 に開店いたします。		http://blog.itoyokado.co.jp/shop/209/index.html			
35.7339561	139.881889	shopping/gms/itoyokado	イトーヨーカドー	小岩店	東京都江戸川区西小岩1-24-1	03-3671-5111	10:00-23:00 【営業時間変更のお知らせ】 9月25日(火)より 15日・25日の シニアナナコデー も あさ10時 に開店いたします。		http://blog.itoyokado.co.jp/shop/094/index.html			
35.6469834	139.563935	shopping/gms/itoyokado	イトーヨーカドー	国領店	東京都調布市国領町8-2-64	03-3430-2111	10:00-22:00 【営業時間変更のお知らせ】 9月25日(火)より 15日・25日の シニアナナコデー も あさ10時 に開店いたします。		http://blog.itoyokado.co.jp/shop/226/index.html			
35.7439203	139.605713	shopping/gms/itoyokado	イトーヨーカドー	食品館石神井公園店	東京都練馬区石神井町3丁目23番15号	03-3997-2811	10：00-23：00 詳しくは店舗へお問合わせください。		http://blog.itoyokado.co.jp/shop/266/index.html			
35.6916965	139.713394	shopping/gms/itoyokado	イトーヨーカドー	食品館新宿富久店	東京都新宿区富久町17番2 号	03-3353-8811	10:00～23:00		http://blog.itoyokado.co.jp/shop/277/index.html			
35.7508301	139.868879	shopping/gms/itoyokado	イトーヨーカドー	高砂店	東京都葛飾区高砂3-12-5	03-3659-7171	10:00-21:00 1階食品売場は22:00まで 【営業時間変更のお知らせ】 9月25日(火)より 15日・25日の シニアナナコデー も あさ10時 に開店いたします。		http://blog.itoyokado.co.jp/shop/019/index.html			
35.795605	139.795486	shopping/gms/itoyokado	イトーヨーカドー	竹の塚店	東京都足立区竹の塚5-17-1	03-3850-2211	10:00-21:00 ※1階医薬品売場 10時～19時 【営業時間変更のお知らせ】 9月15日(土)より 15日・25日の シニアナナコデー も あさ10時 に開店いたします。 8 日、 18 日、 28 日の ハッピーデー は あさ9:00 開店 いたします。		http://blog.itoyokado.co.jp/shop/070/index.html			
35.738103	139.84867	shopping/gms/itoyokado	イトーヨーカドー	食品館立石店	葛飾区立石1-18-3	03-3691-9411	10:00-21:00 8 のつく日は ハッピーデー！ 15 日・ 25 日は シニアナナコデー！		http://blog.itoyokado.co.jp/shop/006/index.html			
35.7284133	139.540883	shopping/gms/itoyokado	イトーヨーカドー	田無店	東京都西東京市田無町2-1-1アスタビル2階	042-461-0211	10：00-21：00		http://blog.itoyokado.co.jp/shop/171/index.html			
35.623696	139.426093	shopping/gms/itoyokado	イトーヨーカドー	多摩センター店	東京都多摩市落合1-44	042-374-6111	1階 10:00-21:00 2-4階 10：00-20：00		http://blog.itoyokado.co.jp/shop/095/index.html	3000台		
35.708773	139.664587	shopping/gms/itoyokado	イトーヨーカドー	食品館中野店	東京都中野区中野4-3-1 中野サンクォーレB1F	03-3388-7111	10:00-22:00		http://blog.itoyokado.co.jp/shop/273/index.html			
35.7752784	139.7862	shopping/gms/itoyokado	イトーヨーカドー	アリオ西新井店	東京都足立区西新井栄町1-20-1	03-3852-9111	【イトーヨーカドー】 10:00-22:00 【アリオモール】 10:00-21:00 →レストラン街 11:00-23:00 【シネコン】 9:30-24:30 【営業時間変更のお知らせ】 9月25日(火)より 15日・25日の シニアナナコデー も あさ10時 に開店いたします。		http://blog.itoyokado.co.jp/shop/239/index.html	駐車場1550台/駐輪場1500台 （自動2輪用別途22台）		
35.770305	139.782141	shopping/gms/itoyokado	イトーヨーカドー	ザ・プライス西新井店	足立区興野1-12-7	03-3889-4111	9:00-21:00		http://blog.itoyokado.co.jp/shop/015/index.html			
35.735197	139.766681	shopping/gms/itoyokado	イトーヨーカドー	ネットスーパー西日暮里店	東京都荒川区西日暮里6‐65-1	03-3810-1711	直営販売店 平日：7:30～22:00 土・日・祝9:00～22:00		http://blog.itoyokado.co.jp/shop/210/index.html			
35.740768	139.616734	shopping/gms/itoyokado	イトーヨーカドー	食品館練馬高野台店	東京都練馬区高野台1丁目7番27号	03-3904-7111	10：00-23：00		http://blog.itoyokado.co.jp/shop/259/index.html			
35.715919	139.348311	shopping/gms/itoyokado	イトーヨーカドー	拝島店	東京都昭島市松原町3-2-12	042-543-5511	9:00-21:00		http://blog.itoyokado.co.jp/shop/216/index.html	991台		
35.6381422	139.293643	shopping/gms/itoyokado	イトーヨーカドー	八王子店	東京都八王子市狭間町1462-1	042-662-5211	1階フロア 10：00-22：00 2階・3階フロア 10：00-21：00 【営業時間変更のお知らせ】 8月1日(水)より全館 あさ10時 に開店いたします。 15日・25日の シニアナナコデー も あさ10時 に開店いたします。		http://blog.itoyokado.co.jp/shop/197/index.html	957台		
35.7591369	139.529021	shopping/gms/itoyokado	イトーヨーカドー	東久留米店	東京都東久留米市本町3-8-1	042-474-3311	9:00-21:00		http://blog.itoyokado.co.jp/shop/165/index.html			
35.7588679	139.466937	shopping/gms/itoyokado	イトーヨーカドー	東村山店	東京都東村山市本町2-2-19	042-395-2011	9:00-21:00 3F~4F 20:00閉店		http://blog.itoyokado.co.jp/shop/064/index.html			
35.7359002	139.424723	shopping/gms/itoyokado	イトーヨーカドー	東大和店	東京都東大和市桜が丘2-142-1	042-562-5111	9:00-21:00		http://blog.itoyokado.co.jp/shop/218/index.html	1,280台		
35.7165221	139.817646	shopping/gms/itoyokado	イトーヨーカドー	曳舟店	東京都墨田区京島1-2-1	03-3616-4111	10:00-22:00 2F-4Fは21:00まで 【営業時間変更のお知らせ】 9月25日(火)より 15日・25日の シニアナナコデー も あさ10時 に開店いたします。		http://blog.itoyokado.co.jp/shop/248/index.html			
35.6133102	139.379523	shopping/gms/itoyokado	イトーヨーカドー	南大沢店	東京都八王子市南大沢2-28-1	042-678-1811	10:00-22:00 4F10:00-21:00 8 日、 18 日、 28 日の ハッピーデー 、 15 日・ 25 日の シニアナナコデー 、 1F～3Fのみ あさ9:00 開店 いたします。		http://blog.itoyokado.co.jp/shop/186/index.html	741台		
35.731993	139.790145	shopping/gms/itoyokado	イトーヨーカドー	食品館三ノ輪店	東京都荒川区南千住一丁目9番1号	03-3806-1411	9:00-21:00		http://blog.itoyokado.co.jp/shop/276/index.html			
35.700285	139.505647	shopping/gms/itoyokado	イトーヨーカドー	武蔵小金井店	東京都小金井市本町6-14-9	042-382-1211	10:00-22:00 【営業時間変更のお知らせ】 10月19日（金）は 地下1階食品売場のみ 14時 に開店します。		http://blog.itoyokado.co.jp/shop/242/index.html			
35.7015023	139.545771	shopping/gms/itoyokado	イトーヨーカドー	武蔵境店	東京都武蔵野市境南町2-2-20	0422-31-2111	10:00-22:00 西館は21:00まで 西館地下1階のみ22:00まで 【営業時間変更のお知らせ】 9月25日（火）より 15日・25日のシニアナナコデーも 東館 あさ10時 に開店いたします。 【西館自転車売場営業時間】 （通年）あさ10:00-よる9:00		http://blog.itoyokado.co.jp/shop/083/index.html	638台		
35.73741	139.838766	shopping/gms/itoyokado	イトーヨーカドー	四つ木店	東京都葛飾区四つ木2-21-1	03-3694-8811	10:00-21:00 【営業時間変更のお知らせ】 9月25日(火)より 15日・25日の シニアナナコデー も あさ10時 に開店いたします。		http://blog.itoyokado.co.jp/shop/153/index.html			
35.7058299	139.722036	shopping/gms/itoyokado	イトーヨーカドー	食品館早稲田店	東京都新宿区早稲田町74番	03-3209-2711	10：00-23：00 バラエティストア「ザ・ダイソー」3Fに営業中		http://blog.itoyokado.co.jp/shop/260/index.html			
35.6772471	139.670709	shopping/super/sundi	サンディ	幡ヶ谷店	東京都渋谷区幡ヶ谷2-35-1	03-5333-3627	9：00～20：00		http://www.sundi.co.jp/shop/details-k-hatagaya.html			
35.6522722	139.576921	shopping/super/sundi	サンディ	つつじヶ丘店	東京都調布市西つつじヶ丘4-23	0424-90-0609	10：00～20：00		http://www.sundi.co.jp/shop/details-k-tsutsujigaoka.html			
35.640705	139.599092	shopping/super/seijoishii	成城石井	成城店	東京都世田谷区成城6-11-4	03-3482-0111	09:30 - 23:00		http://www.seijoishii.co.jp/shop/details/1	●3,000円以上のお買物で1時間無料 ●38台ご用意してあります。 ●提携のタイムズ駐車場は3,000円以上のお買物で40分無料となります。		
35.6410694	139.599222	shopping/super/seijoishii	成城石井	Village 店	東京都世田谷区成城6-14-3東宝ビル1F	03-5429-2533	10:00 - 21:00		http://www.seijoishii.co.jp/shop/details/22	●3,000円以上お買物で1時間無料		
35.6680985	139.608265	shopping/super/seijoishii	成城石井	芦花公園店	東京都世田谷区南烏山2‐31‐26ウテナ本社ビル1F	03-5315-5622	10:00 - 23:00		http://www.seijoishii.co.jp/shop/details/58	●無料で15台ご用意してあります。		
35.608323	139.646571	shopping/super/seijoishii	成城石井	等々力店	東京都世田谷区等々力2-39-24	03-5752-3600	10:00 - 23:00		http://www.seijoishii.co.jp/shop/details/50	19台分ご用意しております。 商品ご購入のお客様1時間無料。 2,000円以上ご購入で2時間無料。 以降30分ごとに400円の追加料金をいただきます。		
35.611851	139.628133	shopping/super/seijoishii	成城石井	二子玉川東急フードショー店	東京都世田谷区玉川2-21-1二子玉川ライズ・ショッピングセンターB1F	03-5717-9311	10:00 - 21:00		http://www.seijoishii.co.jp/shop/details/19	●営業時間10：00～25：30 ●2,000円以上で1時間、5,000円以上で2時間、7,000円以上で3時間無料		
35.63139	139.642563	shopping/super/seijoishii	成城石井	桜新町店	東京都世田谷区桜新町2-17-16 AXIA桜新町1F	03-3426-3766	08:00 - 23:00		http://www.seijoishii.co.jp/shop/details/153			
35.661379	139.665727	shopping/super/seijoishii	成城石井	下北沢西口店	東京都世田谷区代田5-34-21 ハイランド1F	03-5431-3833	09:00 - 23:00		http://www.seijoishii.co.jp/shop/details/156			
35.6263263	139.671509	shopping/super/seijoishii	成城石井	柿の木坂店	東京都目黒区東が丘1-5-10	03-5433-5810	10:00 - 23:00		http://www.seijoishii.co.jp/shop/details/42	ご来店のお客様は30分無料。 2000円以上お買い上げのお客様は更に延長30分無料となります。		
35.607027	139.667132	shopping/super/seijoishii	成城石井	自由が丘店	東京都目黒区自由が丘2-12-17自由が丘スポーツプラザビル1F	03-5731-8702	09:00 - 23:00		http://www.seijoishii.co.jp/shop/details/74	提携のタイムズ駐車場がご利用できます。 駐車場によって料金が異なります。詳細は店舗へお尋ね下さい。		
35.6830522	139.62631	shopping/super/seijoishii	成城石井	浜田山店	東京都杉並区浜田山3-34-30	03-5316-1570	10:00 - 23:00		http://www.seijoishii.co.jp/shop/details/54	近隣に私道があるため、駐車場は 左折で入り右折で出ていただきますようお願い申し上げます。		
35.6854124	139.764934	shopping/super/seijoishii	成城石井	EPICERIE BONHEUR 大手町店	東京都千代田区大手町1-5-5大手町タワーB2F	03-5220-2951	平日：7：30 - 23：00 土日祝日：10：00 - 23：00		http://www.seijoishii.co.jp/shop/details/67	利用時間6：00-24：30 30分300円、以降30分毎300円		
35.6776385	139.765047	shopping/super/seijoishii	成城石井	グランゲート東京駅店	東京都千代田区丸の内1-9-1	03-3216-3283	07:30 - 22:00		http://www.seijoishii.co.jp/shop/details/56			
